Age,Gender,Country,IncomeUSD,YearsVaped,PodsPerWeek,NicotineStrength_mgml,PurchaseChannel,FlavourFamilies,SweetLike,MentholLike,NewFlavourFreq,SmartwatchDaily,MoodMatchInterest,BoredOfFlavoursPain,NicDependencePain,MoodFitPain,PreferredPackSize,MaxMonthlySpendUSD,SubscribeLikelihood
32,Female,US,2866,4.5,7.9,17.2,Online-direct,"Tobacco,Fruity,Spice",4,4,4,0,2,3,3,2,10,88.0,7.0
40,Female,IN,1969,2.0,3.6,13.5,Online-direct,Dessert,5,5,3,1,4,3,1,4,3,46.5,8.0
18,Male,AU,1462,0.2,4.5,7.3,Retail shop,Beverage,3,3,2,1,3,3,1,3,6,44.31,9.0
34,Male,GB,2937,0.5,3.5,19.3,Online-direct,"Spice,Menthol/Fresh",5,5,3,0,4,3,1,5,3,59.7,6.0
35,Female,CA,2367,6.7,7.3,22.8,Online-direct,"Spice,Dessert",4,3,3,0,4,3,1,3,10,84.87,7.0
20,Female,CA,935,2.8,5.5,15.7,Vape lounge,"Tobacco,Other,Dessert",5,2,2,0,2,2,3,2,6,42.16,5.0
18,Male,US,1656,0.6,2.7,12.4,Online-direct,Menthol/Fresh,3,5,2,0,1,3,2,1,3,43.93,5.0
24,Female,IN,1864,3.6,2.1,7.1,Online-direct,"Spice,Tobacco",4,5,5,0,4,5,1,2,3,44.91,6.0
25,Female,GB,1064,5.2,8.0,26.6,Retail shop,"Tobacco,Fruity",3,4,5,1,5,5,2,4,10,74.59,3.0
36,Female,AU,1721,1.2,5.8,23.2,Online-direct,"Beverage,Spice",3,3,4,1,4,5,3,3,6,58.83,5.0
25,Female,US,2079,2.4,5.2,17.2,Online-direct,"Tobacco,Spice",2,3,3,1,4,3,1,3,6,56.99,5.0
23,Non-binary/Other,FR,1667,1.0,5.1,19.2,Retail shop,"Beverage,Spice",5,1,3,1,4,4,2,3,6,61.02,7.0
25,Male,CA,2426,0.3,3.3,19.5,Online-direct,Beverage,1,1,3,0,4,2,1,5,3,61.89,10.0
39,Non-binary/Other,DE,2381,1.5,3.8,18.9,Online-direct,"Beverage,Tobacco,Spice",3,3,3,1,4,2,1,4,3,61.83,7.0
30,Male,SG,742,4.2,6.1,11.8,Online-direct,Beverage,3,1,4,0,2,5,2,1,6,56.98,2.0
29,Female,AE,2121,1.8,2.9,11.3,Online-direct,Other,5,1,3,0,1,2,2,1,3,38.16,4.0
29,Male,PH,1653,1.6,6.0,18.3,Other,"Dessert,Beverage",5,3,5,1,4,5,3,5,6,57.16,8.0
40,Male,FR,3013,1.4,5.5,16.5,Online-direct,"Fruity,Tobacco",2,3,3,0,2,4,1,2,6,55.75,4.0
24,Female,AU,1787,1.8,4.4,18.2,Online-direct,"Menthol/Fresh,Tobacco",3,5,1,0,3,2,2,4,6,59.48,9.0
41,Female,DE,2353,1.1,1.1,14.3,Online-direct,"Beverage,Tobacco",2,3,4,0,4,4,2,3,3,51.95,8.0
32,Male,AU,2340,2.8,6.5,17.7,Retail shop,"Beverage,Spice",1,5,5,0,2,5,2,1,6,45.71,5.0
29,Male,CA,1300,0.2,1.8,0.0,Online-direct,"Menthol/Fresh,Other",3,5,5,1,4,5,1,3,3,42.13,4.0
50,Male,FR,3227,4.9,8.1,24.0,Retail shop,Menthol/Fresh,3,4,1,0,5,2,1,4,10,87.66,7.0
22,Prefer not to say,US,1528,0.6,1.3,15.5,Vape lounge,"Fruity,Other,Beverage",2,5,4,0,2,4,2,3,3,25.17,0.0
27,Female,CA,1968,3.0,6.1,26.4,Online-direct,"Fruity,Dessert",4,2,3,0,2,4,2,1,6,71.76,3.0
20,Male,GB,1146,1.8,4.6,12.2,Online-direct,Other,3,3,4,0,3,3,2,4,6,73.84,3.0
38,Female,GB,2436,4.5,3.9,4.7,Other,"Menthol/Fresh,Other",5,5,3,0,2,2,1,1,3,43.29,5.0
44,Female,SG,2658,5.2,10.6,19.7,Vape lounge,"Other,Spice,Beverage",4,4,3,1,5,3,3,3,10,54.26,8.0
43,Male,AE,3946,0.7,3.2,15.5,Online-direct,Fruity,1,1,3,0,5,4,2,4,3,52.55,8.0
40,Female,IN,3147,3.4,6.0,13.8,Vape lounge,Other,4,4,3,1,4,2,1,2,6,43.75,7.0
28,Male,PH,1488,0.6,4.4,21.3,Retail shop,"Spice,Menthol/Fresh",1,5,1,0,2,2,2,3,6,61.62,7.0
27,Female,US,2067,0.4,3.3,10.0,Online-direct,Tobacco,3,5,4,0,2,4,1,1,3,37.41,4.0
18,Male,DE,506,8.0,11.5,21.0,Vape lounge,"Fruity,Tobacco,Menthol/Fresh",4,5,4,1,3,3,1,3,10,51.97,8.0
46,Male,PH,1324,0.5,1.8,10.6,Retail shop,"Menthol/Fresh,Tobacco",3,5,5,1,4,5,1,5,3,31.18,6.0
34,Male,SG,1347,0.8,3.6,27.5,Vape lounge,Menthol/Fresh,3,5,4,0,3,4,3,4,3,28.89,6.0
26,Male,FR,2494,0.4,1.0,6.5,Online-direct,"Fruity,Spice,Dessert",5,4,4,1,3,4,2,1,3,45.6,2.0
41,Female,IN,2115,1.9,4.5,17.4,Retail shop,"Dessert,Other",4,5,3,1,5,3,1,3,6,47.35,10.0
22,Male,AU,2063,7.6,12.8,16.8,Online-direct,"Spice,Menthol/Fresh,Beverage",2,4,4,1,5,4,2,5,15+,102.98,10.0
33,Male,AE,3336,0.9,1.6,13.3,Retail shop,"Fruity,Spice",5,4,5,1,4,5,2,2,3,59.33,10.0
29,Female,PH,2214,2.3,4.8,10.0,Online-direct,"Fruity,Menthol/Fresh",5,4,3,1,5,2,2,5,6,27.72,9.0
35,Male,PH,2777,1.6,1.4,16.9,Online-direct,"Fruity,Menthol/Fresh",3,5,4,1,4,4,2,5,3,39.82,7.0
29,Male,AE,1553,1.2,4.2,18.7,Retail shop,"Dessert,Fruity",5,1,4,0,5,5,3,5,6,44.9,6.0
18,Non-binary/Other,PH,1111,2.5,6.2,17.6,Online-direct,Beverage,2,4,3,1,3,4,3,4,6,57.49,5.0
31,Female,DE,3034,2.5,6.1,9.1,Friends,"Menthol/Fresh,Fruity,Tobacco",5,5,4,1,5,4,1,3,6,67.18,10.0
38,Male,IN,3325,1.3,3.4,13.1,Online-direct,Spice,3,3,3,0,2,2,1,2,3,34.44,6.0
30,Male,CA,2019,5.7,5.5,14.0,Retail shop,"Other,Tobacco",4,4,4,0,3,3,2,4,6,69.27,5.0
36,Non-binary/Other,FR,3072,0.2,1.3,15.5,Online-direct,Beverage,2,3,1,1,4,1,1,3,3,49.34,8.0
22,Male,AE,1469,0.3,5.2,10.7,Retail shop,"Beverage,Tobacco,Menthol/Fresh",4,4,3,0,4,3,1,3,6,53.38,10.0
30,Male,AE,2343,14.1,18.4,34.2,Retail shop,"Fruity,Spice",4,2,5,1,3,5,2,4,15+,116.93,8.0
25,Male,AU,1839,4.1,7.0,21.8,Vape lounge,"Tobacco,Beverage,Fruity",3,4,4,1,3,3,1,1,6,40.63,7.0
36,Male,SG,3192,4.9,8.1,11.2,Vape lounge,"Menthol/Fresh,Tobacco",5,4,3,0,1,2,2,2,10,92.25,5.0
30,Female,SG,1698,2.8,4.3,13.2,Online-direct,"Beverage,Tobacco,Menthol/Fresh",2,5,4,0,1,5,1,1,6,42.04,6.0
36,Female,PH,2449,1.6,6.5,16.2,Retail shop,"Beverage,Fruity",5,3,1,0,2,1,3,1,6,63.87,6.0
39,Non-binary/Other,AE,3222,3.0,4.9,19.9,Retail shop,"Other,Tobacco",4,3,3,0,4,2,3,3,6,62.29,8.0
36,Female,PH,1500,0.3,4.0,10.6,Retail shop,"Fruity,Spice",5,3,2,0,3,2,1,1,3,43.77,6.0
32,Male,GB,2393,4.3,5.3,16.3,Vape lounge,Spice,4,4,5,0,3,5,1,2,6,51.58,5.0
22,Male,AU,1353,2.3,5.0,20.5,Vape lounge,Dessert,5,2,3,1,5,3,3,5,6,36.63,10.0
30,Prefer not to say,PH,1558,9.4,14.3,25.6,Retail shop,"Menthol/Fresh,Tobacco,Beverage",3,5,3,0,3,2,4,1,15+,101.65,10.0
26,Male,GB,1933,3.0,4.6,5.3,Retail shop,"Other,Spice",4,4,4,0,1,5,1,2,6,69.16,1.0
27,Male,US,485,0.5,4.6,12.1,Vape lounge,"Menthol/Fresh,Dessert,Beverage",4,5,3,1,3,4,1,3,6,42.93,4.0
27,Female,SG,1585,1.9,3.3,17.8,Vape lounge,Menthol/Fresh,1,4,3,0,4,2,2,4,3,47.88,10.0
22,Male,IN,1310,0.2,1.8,15.7,Online-direct,"Menthol/Fresh,Tobacco",2,5,4,0,4,4,2,3,3,23.24,4.0
18,Male,SG,993,4.1,7.1,5.9,Retail shop,Dessert,5,5,4,0,1,5,1,1,10,52.07,0.0
25,Female,CA,536,2.1,6.6,17.6,Friends,"Tobacco,Spice",4,1,5,1,4,4,3,5,6,33.64,5.0
32,Prefer not to say,AU,3086,1.4,4.0,18.7,Online-direct,"Other,Fruity",3,5,3,1,4,4,2,3,3,48.89,5.0
19,Male,AU,1875,10.4,14.3,27.0,Online-direct,"Other,Beverage",3,4,3,1,5,3,3,5,15+,89.26,9.0
30,Female,AE,1889,8.5,13.2,26.5,Online-direct,Dessert,5,2,4,0,5,4,4,5,15+,88.24,9.0
45,Male,PH,3761,9.2,11.0,31.3,Online-direct,Menthol/Fresh,3,5,4,0,3,5,4,1,10,94.84,4.0
38,Male,US,2188,0.7,1.4,11.2,Friends,"Menthol/Fresh,Fruity",4,5,5,1,3,4,1,3,3,39.97,6.0
43,Female,CA,1560,3.9,6.4,17.9,Online-direct,"Menthol/Fresh,Beverage",3,5,4,0,4,5,2,3,6,52.46,5.0
33,Non-binary/Other,PH,2764,8.7,13.6,18.9,Retail shop,Tobacco,2,5,4,0,3,4,3,4,15+,110.82,8.0
39,Male,CA,2640,2.5,4.3,11.1,Vape lounge,"Other,Dessert",4,5,4,0,4,4,2,4,6,59.94,6.0
24,Male,AE,1606,0.7,5.2,13.5,Vape lounge,Beverage,3,3,3,0,3,2,1,4,6,40.14,4.0
25,Male,AE,1395,5.1,7.7,21.9,Online-direct,Spice,2,2,3,0,4,4,2,4,10,86.31,9.0
18,Male,SG,1520,6.4,12.0,18.3,Online-direct,"Fruity,Spice",5,2,3,1,4,3,3,4,10,91.26,6.0
39,Male,FR,3622,3.6,10.0,26.2,Online-direct,"Other,Beverage",4,5,4,0,1,5,3,1,10,91.81,5.0
42,Male,SG,3482,1.0,5.5,10.0,Online-direct,Fruity,2,5,4,0,4,3,2,2,6,87.24,9.0
26,Male,AU,997,0.6,1.1,14.3,Online-direct,"Beverage,Menthol/Fresh",3,5,4,1,5,5,1,5,3,22.21,8.0
28,Male,AU,1118,2.9,2.3,15.1,Online-direct,Menthol/Fresh,3,5,3,1,5,4,1,3,3,19.86,7.0
24,Male,US,2278,2.0,5.1,16.4,Online-direct,"Fruity,Beverage",4,3,2,0,2,3,2,1,6,50.82,7.0
33,Female,IN,3388,3.3,7.7,22.6,Online-direct,"Other,Beverage",5,5,3,0,5,2,3,5,10,80.72,10.0
39,Male,GB,2079,0.4,4.2,10.5,Online-direct,"Tobacco,Other,Dessert",5,3,4,0,3,4,1,4,6,50.24,4.0
18,Male,GB,1080,0.4,2.3,10.0,Vape lounge,"Menthol/Fresh,Fruity",3,5,3,1,4,4,1,2,3,24.36,8.0
33,Female,PH,2599,1.4,2.2,7.4,Retail shop,Spice,3,4,5,1,5,4,1,5,3,41.0,10.0
28,Female,AE,1429,0.9,5.3,15.3,Retail shop,"Other,Menthol/Fresh,Beverage",3,5,3,0,1,3,1,1,6,57.57,1.0
31,Male,DE,984,2.9,8.7,18.1,Vape lounge,"Other,Menthol/Fresh",1,5,4,0,2,3,1,1,10,68.3,5.0
34,Male,AE,3011,1.4,3.4,17.7,Online-direct,Tobacco,4,5,5,0,2,5,1,1,3,43.49,4.0
28,Female,DE,1399,3.5,7.7,19.6,Retail shop,Spice,5,2,4,1,4,4,2,5,10,58.0,9.0
29,Male,AE,2670,4.4,11.3,24.7,Online-direct,Beverage,4,4,3,1,4,2,3,3,10,68.81,9.0
28,Female,GB,1505,0.6,3.3,12.3,Online-direct,"Menthol/Fresh,Dessert,Tobacco",5,5,3,0,2,2,2,1,3,23.79,8.0
38,Male,IN,2455,7.6,10.3,22.3,Online-direct,Tobacco,2,4,2,1,4,1,2,4,10,79.18,9.0
33,Male,IN,2997,4.6,8.4,27.5,Online-direct,"Menthol/Fresh,Beverage",4,4,1,0,3,1,3,1,10,81.42,8.0
32,Male,SG,2527,3.0,5.6,8.9,Online-direct,"Beverage,Tobacco",5,4,4,1,5,4,2,5,6,55.99,10.0
20,Female,SG,1425,7.2,12.2,13.0,Other,"Spice,Beverage",1,3,4,1,3,5,1,2,15+,103.09,2.0
27,Female,US,2001,0.9,3.3,16.5,Retail shop,"Dessert,Fruity,Beverage",5,2,4,1,3,4,1,4,3,56.97,5.0
37,Male,DE,3408,1.6,4.6,10.4,Online-direct,"Other,Dessert",4,4,2,1,3,3,1,3,6,56.49,8.0
30,Male,DE,2390,0.3,1.1,4.2,Retail shop,"Beverage,Tobacco",5,3,5,1,5,5,1,3,3,48.4,7.0
35,Male,DE,1989,1.8,4.4,17.1,Vape lounge,Dessert,4,5,4,0,5,4,1,5,6,67.51,4.0
44,Male,SG,2313,2.1,3.6,8.6,Online-direct,"Spice,Other",3,2,2,0,1,1,2,1,3,39.56,2.0
38,Female,AE,1576,2.9,6.4,24.1,Retail shop,"Tobacco,Menthol/Fresh",1,5,2,0,2,1,2,1,6,56.74,6.0
31,Male,FR,2538,0.2,1.0,11.8,Friends,Spice,1,4,4,0,3,5,1,3,3,30.07,8.0
26,Female,SG,1698,0.1,4.6,13.6,Retail shop,"Beverage,Other",5,5,3,0,1,3,2,1,6,50.8,4.0
18,Female,GB,1617,1.6,3.3,9.2,Retail shop,"Other,Tobacco",1,3,3,0,1,2,1,2,3,18.98,4.0
29,Female,AU,2620,0.6,6.3,17.4,Vape lounge,"Beverage,Spice",4,4,1,1,5,2,1,5,6,56.92,10.0
27,Female,PH,1288,4.3,9.4,11.4,Retail shop,"Spice,Fruity",5,2,3,0,3,4,1,1,10,82.33,9.0
33,Male,FR,1686,3.3,7.1,4.8,Other,Beverage,5,5,2,1,5,1,1,4,10,64.19,10.0
29,Male,AE,2598,1.2,1.9,4.1,Online-direct,"Dessert,Menthol/Fresh",5,5,2,1,3,2,1,2,3,55.2,8.0
27,Male,AE,1497,0.1,2.2,17.9,Vape lounge,"Tobacco,Dessert",5,5,2,1,4,2,1,4,3,17.6,8.0
18,Male,PH,1954,0.6,2.3,7.7,Retail shop,"Dessert,Other",4,5,1,0,2,2,1,1,3,33.65,8.0
22,Male,DE,3104,3.5,5.3,8.1,Online-direct,Spice,5,3,2,1,3,1,1,1,6,58.88,6.0
34,Male,GB,3259,13.9,19.3,28.9,Vape lounge,Spice,1,4,4,0,3,3,2,2,15+,106.81,6.0
44,Non-binary/Other,DE,2979,1.2,4.0,25.1,Other,Other,2,3,3,1,3,3,2,3,3,37.63,7.0
29,Male,DE,2743,4.9,6.9,22.4,Online-direct,"Menthol/Fresh,Tobacco,Spice",1,5,2,0,2,1,2,1,6,67.41,8.0
33,Female,AU,2746,6.1,8.0,14.0,Friends,"Menthol/Fresh,Fruity",4,5,2,0,3,3,1,3,10,69.86,8.0
38,Female,AU,2720,0.1,2.3,8.2,Online-direct,"Spice,Dessert,Tobacco",4,4,1,1,5,1,1,5,3,37.83,10.0
24,Female,IN,2088,7.4,11.2,17.2,Online-direct,"Menthol/Fresh,Other,Dessert",4,4,4,0,5,5,3,5,10,80.16,9.0
33,Male,CA,2611,1.9,2.5,7.9,Online-direct,"Menthol/Fresh,Spice",4,5,4,0,4,3,1,3,3,40.94,9.0
24,Male,CA,2298,10.0,13.1,25.8,Friends,"Beverage,Dessert",5,3,3,0,3,4,4,4,15+,93.58,4.0
37,Male,SG,2957,2.3,5.9,14.2,Retail shop,Tobacco,2,4,5,0,4,4,1,4,6,78.55,5.0
31,Male,DE,1853,0.8,1.2,5.6,Online-direct,"Dessert,Fruity",5,4,2,1,5,1,2,4,3,32.76,10.0
32,Male,PH,3703,11.0,11.9,15.2,Retail shop,"Dessert,Other",5,3,1,0,1,2,3,1,10,105.99,5.0
24,Female,DE,2078,0.8,3.7,25.2,Online-direct,Fruity,4,4,3,0,3,2,3,4,3,36.41,9.0
36,Male,GB,2419,6.4,11.6,25.3,Retail shop,Dessert,5,5,3,0,5,4,2,5,10,85.78,6.0
47,Male,US,3355,0.6,5.4,11.1,Online-direct,"Other,Menthol/Fresh",5,5,3,0,3,3,2,1,6,75.18,9.0
22,Prefer not to say,PH,2260,3.4,5.5,21.6,Online-direct,"Tobacco,Other",5,5,5,0,2,4,2,2,6,37.03,3.0
27,Male,CA,1812,1.6,6.7,10.9,Vape lounge,Beverage,1,2,3,0,4,3,1,2,6,56.43,10.0
32,Male,FR,2939,10.7,13.2,22.5,Retail shop,"Tobacco,Other,Fruity",2,3,2,1,3,3,3,1,15+,115.34,5.0
36,Female,IN,2604,0.6,3.1,11.9,Retail shop,"Dessert,Other",5,1,4,0,3,3,1,3,3,38.97,10.0
26,Male,IN,1810,1.6,4.7,15.6,Retail shop,Menthol/Fresh,3,5,3,1,4,4,1,5,6,59.09,8.0
18,Female,SG,829,3.1,7.4,12.7,Online-direct,Dessert,5,5,4,1,5,3,1,5,10,77.46,10.0
41,Male,DE,2198,11.4,13.5,24.1,Retail shop,"Fruity,Menthol/Fresh",3,5,2,0,5,2,3,4,15+,95.04,8.0
36,Female,PH,3720,1.1,3.5,4.8,Online-direct,Other,4,3,3,0,2,2,1,2,3,56.73,6.0
18,Male,GB,1543,1.5,2.6,10.7,Online-direct,"Other,Menthol/Fresh",2,5,1,0,3,1,2,4,3,37.4,9.0
25,Male,FR,426,1.9,5.4,22.1,Retail shop,"Spice,Beverage",4,1,3,0,4,2,1,3,6,39.82,7.0
43,Male,SG,3585,0.9,5.3,20.4,Retail shop,"Dessert,Spice",5,3,4,0,4,4,2,4,6,77.57,7.0
42,Male,AE,3375,5.1,9.6,16.1,Vape lounge,"Other,Fruity,Tobacco",3,3,3,1,5,4,3,5,10,93.03,6.0
38,Male,SG,1534,0.3,1.3,3.7,Retail shop,"Other,Fruity",3,3,2,1,3,3,1,2,3,24.52,8.0
29,Male,AE,1699,3.7,6.1,5.2,Friends,Fruity,4,4,2,0,5,3,1,4,6,41.37,4.0
31,Male,CA,1449,2.3,7.2,20.3,Retail shop,"Other,Fruity",5,2,4,0,2,3,3,1,10,69.8,8.0
29,Male,GB,1768,0.8,4.1,15.5,Online-direct,Menthol/Fresh,5,5,2,1,4,1,1,2,6,58.54,10.0
39,Male,AE,3508,2.0,5.1,17.0,Online-direct,"Beverage,Menthol/Fresh",3,5,4,0,2,3,2,3,6,57.69,6.0
23,Male,AU,1085,5.3,8.3,26.8,Retail shop,"Other,Fruity,Tobacco",4,3,3,1,4,2,3,5,10,65.19,5.0
24,Female,GB,1476,1.8,5.6,16.4,Retail shop,Menthol/Fresh,5,5,3,1,5,4,1,4,6,50.52,10.0
38,Male,DE,3379,0.4,3.8,14.9,Online-direct,"Spice,Other,Fruity",2,5,4,1,5,5,1,5,3,55.77,9.0
30,Male,DE,2323,0.1,2.2,5.2,Online-direct,"Tobacco,Spice,Dessert",5,5,4,0,5,5,1,4,3,43.34,7.0
41,Female,SG,2146,4.5,8.8,26.9,Online-direct,"Dessert,Fruity,Beverage",4,4,5,0,2,5,2,1,10,64.6,7.0
25,Female,CA,1106,1.2,2.4,11.6,Online-direct,"Spice,Beverage",4,2,2,0,4,3,1,2,3,29.56,7.0
30,Male,AE,2028,8.0,13.0,18.9,Online-direct,"Fruity,Beverage",5,4,5,0,4,5,2,5,15+,99.31,5.0
23,Male,DE,1381,2.9,4.6,15.6,Online-direct,Spice,3,3,4,1,5,4,2,5,6,44.64,9.0
30,Male,US,3115,1.7,5.5,25.5,Vape lounge,"Other,Beverage",1,5,5,0,3,4,3,4,6,65.8,9.0
18,Male,US,1378,2.5,5.3,26.0,Vape lounge,"Other,Beverage",5,4,4,1,4,4,2,3,6,54.22,5.0
26,Female,AE,1301,1.8,4.1,9.2,Vape lounge,Menthol/Fresh,4,4,4,1,4,3,1,3,6,34.56,2.0
19,Male,CA,772,7.1,12.1,28.0,Retail shop,"Tobacco,Fruity",1,3,4,0,3,4,4,1,15+,93.34,3.0
36,Female,US,2155,1.8,5.9,17.6,Retail shop,Dessert,4,3,1,0,5,2,1,5,6,62.31,10.0
36,Male,DE,2501,0.3,3.2,18.1,Vape lounge,"Beverage,Fruity",3,3,4,0,3,4,2,1,3,62.8,7.0
18,Male,CA,1775,2.7,8.3,19.7,Online-direct,"Other,Menthol/Fresh,Spice",2,5,4,1,4,3,2,4,10,91.64,8.0
41,Female,AE,1858,2.9,7.4,20.5,Online-direct,"Other,Beverage",4,3,5,0,3,5,2,2,10,88.03,6.0
50,Male,GB,3065,4.3,6.1,22.7,Online-direct,"Spice,Tobacco",4,2,2,0,3,1,1,3,6,69.27,9.0
30,Male,CA,1914,8.1,7.7,9.0,Retail shop,"Other,Spice",5,4,5,1,3,4,1,3,10,84.78,5.0
25,Prefer not to say,DE,1961,1.8,5.0,16.8,Online-direct,Spice,3,3,5,1,3,5,3,1,6,59.14,0.0
53,Female,GB,3311,1.3,6.4,10.6,Online-direct,Dessert,4,1,3,0,3,4,1,2,6,80.68,7.0
19,Female,FR,1609,2.0,5.9,13.6,Retail shop,"Tobacco,Dessert",4,3,2,0,4,2,1,5,6,53.69,6.0
30,Male,SG,1792,6.9,12.3,22.3,Retail shop,Dessert,4,1,4,1,5,4,3,5,15+,88.86,7.0
31,Male,IN,1779,11.7,13.8,18.8,Online-direct,"Fruity,Dessert,Spice",5,4,4,0,3,4,2,3,15+,103.17,5.0
41,Female,FR,2548,10.6,13.4,20.5,Retail shop,"Menthol/Fresh,Tobacco,Spice",2,5,4,1,5,3,2,5,15+,92.86,8.0
33,Male,GB,3016,0.8,3.7,6.7,Retail shop,Menthol/Fresh,3,5,4,0,4,5,2,2,3,53.79,7.0
26,Female,IN,2024,2.1,5.5,12.5,Online-direct,Other,4,4,4,0,3,3,1,2,6,76.79,10.0
22,Male,SG,1764,0.9,5.1,17.7,Online-direct,"Beverage,Fruity",5,5,3,0,2,4,3,1,6,40.6,5.0
27,Male,PH,1121,1.4,6.8,21.1,Online-direct,"Tobacco,Beverage",2,1,5,0,4,5,3,5,6,48.37,5.0
22,Prefer not to say,FR,1259,0.1,5.9,12.1,Vape lounge,Menthol/Fresh,2,4,3,0,5,4,1,5,6,45.04,7.0
30,Male,DE,2267,0.5,6.0,22.6,Retail shop,Spice,2,4,3,1,4,3,1,2,6,73.07,5.0
25,Male,CA,1264,1.5,5.5,18.4,Online-direct,"Fruity,Menthol/Fresh",2,5,3,0,4,4,1,2,6,46.47,7.0
18,Male,CA,1233,1.4,3.9,21.1,Online-direct,"Beverage,Tobacco,Spice",3,4,4,1,4,4,3,3,3,17.67,6.0
40,Male,IN,2555,1.0,4.3,5.4,Online-direct,Spice,4,5,5,1,4,5,1,5,6,56.01,7.0
26,Male,IN,1540,0.8,4.8,16.4,Online-direct,"Dessert,Menthol/Fresh",5,5,2,1,3,2,1,1,6,58.17,9.0
20,Male,IN,2131,4.1,7.3,20.4,Online-direct,"Other,Dessert,Menthol/Fresh",5,5,2,0,4,1,3,4,10,90.1,10.0
29,Male,AE,2568,1.0,2.6,4.0,Online-direct,Tobacco,4,5,3,0,2,3,1,2,3,37.34,7.0
31,Female,DE,2402,3.7,6.0,28.1,Online-direct,"Spice,Menthol/Fresh",1,5,5,0,1,5,4,2,6,57.28,5.0
18,Male,IN,1890,1.4,5.7,12.5,Online-direct,"Other,Menthol/Fresh,Fruity",5,4,4,1,4,5,2,4,6,54.91,3.0
33,Prefer not to say,US,1977,4.9,7.5,20.2,Online-direct,Spice,5,3,1,1,3,1,3,3,10,71.57,8.0
22,Male,SG,1272,0.5,3.5,18.1,Vape lounge,Beverage,3,4,4,1,5,4,3,4,3,30.0,6.0
44,Male,IN,2796,0.5,3.4,13.9,Online-direct,"Fruity,Spice",2,1,4,0,1,5,1,2,3,52.88,3.0
34,Male,US,1938,3.4,5.1,22.0,Online-direct,"Spice,Fruity",5,5,2,1,5,2,1,4,6,68.44,10.0
27,Female,AE,3021,7.4,10.1,30.1,Other,"Spice,Other",5,3,2,0,3,2,3,2,10,86.92,7.0
24,Prefer not to say,US,864,0.5,2.8,7.3,Online-direct,Dessert,4,1,2,0,2,1,2,1,3,29.93,6.0
29,Female,PH,1260,0.2,2.2,12.8,Online-direct,"Menthol/Fresh,Beverage",3,5,4,1,3,5,1,2,3,15.0,7.0
35,Male,PH,985,8.2,9.6,24.2,Online-direct,Tobacco,2,3,4,0,3,3,3,4,10,77.02,6.0
30,Male,US,2366,0.4,3.2,5.0,Online-direct,"Menthol/Fresh,Spice,Other",2,5,3,0,5,3,1,4,3,52.18,10.0
28,Female,DE,3272,0.9,4.8,20.1,Retail shop,"Other,Spice",1,3,3,0,3,4,2,4,6,52.02,7.0
30,Female,AE,2632,8.0,12.7,31.2,Online-direct,"Fruity,Beverage",4,5,4,0,3,5,4,2,15+,102.38,7.0
25,Prefer not to say,CA,1766,4.9,5.8,22.2,Online-direct,Other,3,3,4,0,3,3,3,3,6,34.52,6.0
27,Male,US,1835,1.3,6.7,18.9,Other,"Dessert,Tobacco,Spice",5,5,5,0,2,5,1,3,6,63.81,5.0
18,Prefer not to say,GB,1395,9.3,12.7,30.4,Online-direct,Fruity,1,4,4,0,4,4,3,4,15+,87.11,5.0
38,Male,AU,2540,2.5,3.8,15.6,Retail shop,Tobacco,1,5,3,1,3,3,1,2,3,42.11,7.0
32,Male,SG,2149,0.2,2.6,6.0,Vape lounge,Menthol/Fresh,4,4,5,0,1,5,1,1,3,31.6,5.0
24,Male,SG,2165,3.6,3.8,11.2,Friends,"Menthol/Fresh,Fruity,Dessert",5,5,2,1,5,2,1,5,3,38.54,10.0
45,Male,DE,3764,2.3,2.9,11.6,Online-direct,"Menthol/Fresh,Dessert",5,5,3,0,4,4,1,3,3,35.43,5.0
31,Female,IN,1366,2.6,8.2,17.9,Other,"Other,Dessert,Tobacco",4,1,5,1,3,5,2,4,10,82.76,5.0
22,Female,AU,1247,15.4,17.4,26.9,Retail shop,Spice,4,3,5,0,3,4,2,3,15+,107.5,2.0
37,Female,CA,2780,0.5,4.3,12.6,Retail shop,"Menthol/Fresh,Spice",5,5,4,0,1,5,1,1,6,58.25,0.0
33,Female,AE,1758,3.2,6.0,17.1,Retail shop,"Tobacco,Fruity",3,1,1,1,5,1,2,5,6,31.95,10.0
33,Male,PH,2503,1.8,4.8,22.3,Online-direct,"Menthol/Fresh,Fruity",2,5,3,0,2,2,3,1,6,50.56,7.0
27,Female,IN,2040,1.0,4.6,15.7,Online-direct,"Other,Tobacco",4,5,5,1,4,5,2,3,6,46.75,10.0
34,Male,PH,1563,3.5,3.4,16.5,Retail shop,"Tobacco,Spice",1,3,5,1,4,4,3,5,3,34.18,5.0
28,Female,CA,1525,3.3,8.3,7.3,Online-direct,"Tobacco,Menthol/Fresh,Other",2,5,5,1,4,5,1,3,10,62.36,6.0
34,Female,AU,2261,5.8,8.7,19.3,Retail shop,"Other,Fruity",3,4,3,0,3,3,2,4,10,65.33,8.0
18,Female,DE,788,6.3,8.5,23.9,Online-direct,"Other,Dessert,Menthol/Fresh",4,5,4,1,4,3,3,5,10,56.05,10.0
27,Male,FR,1960,2.5,6.2,22.4,Retail shop,"Beverage,Fruity",5,2,4,1,4,4,2,2,6,53.36,6.0
